	index	Date	Longitude	Latitude	Location	Crime type	StreetNumber	Street	Locality	AdministrativeAreaLevel2	AdministrativeAreaLevel1	Country	PostCode
1849	285	2015-07	-6.002484	54.552323	On or near Upper Dunmurry Lane	Anti-social behaviour		Upper Dunmurry Ln	Dunmurry	Lisburn	Northern Ireland	United Kingdom	BT17 0AA
1850	4515	2016-05	-6.256838	54.107006000000005	On or near Ganna Way	Anti-social behaviour	46	Ganna Way	Warrenpoint	Newry and Mourne	Northern Ireland	United Kingdom	BT34 3LT
1851	1193	2015-02	-5.897469999999999	54.401603	On or near High Street	Anti-social behaviour	33-41	A24	Ballynahinch	County Down	Northern Ireland	United Kingdom	BT24 8AE
1852	4183	2015-06	-5.509306	54.476224	On or near Mckenna Road	Anti-social behaviour	4-6	McKenna Rd		Ards	Northern Ireland	United Kingdom	BT22 1AP
1853	465	2014-11	-5.92636	54.584215	On or near 	Anti-social behaviour	2-12	Damascus St	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1RD
1854	1278	2015-07	-7.6633320000000005	54.331044999999996	On or near Drumawill Gardens	Anti-social behaviour	19	Drumawill Gardens	Drumawill	Fermanagh	Northern Ireland	United Kingdom	BT74 5QW
1855	2341	2017-04	-6.213958	54.591767000000004	On or near Main Street	Anti-social behaviour	3	Crumlin Rd	Glenavy	Lisburn	Northern Ireland	United Kingdom	BT29
1856	2753	2016-08	-5.961312	54.672601	On or near Harmin Parade	Anti-social behaviour	350	Antrim Rd	Glengormley	Newtownabbey	Northern Ireland	United Kingdom	BT36 5EQ
1857	3396	2015-04	-6.814089	54.788575	On or near River Road	Anti-social behaviour	10	River Rd		Magherafelt	Northern Ireland	United Kingdom	BT45 7JF
1858	3189	2016-04	-5.694934	54.593683999999996	On or near Frances Street	Anti-social behaviour	26a	Frances St	Newtownards	Ards	Northern Ireland	United Kingdom	BT23 7DN
1859	1897	2015-09	-7.303976	54.600035999999996	On or near High Street	Anti-social behaviour	7	High St	Omagh	Omagh	Northern Ireland	United Kingdom	BT78
1860	1061	2015-06	-5.937429	54.615573	On or near Atlantic Avenue	Anti-social behaviour	227	A6	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 2HN
1861	4863	2017-03	-5.98109	54.664864	On or near Mayfield Gardens	Anti-social behaviour	24-42	Mayfield Gardens		Newtownabbey	Northern Ireland	United Kingdom	BT36 4PQ
1862	5330	2015-06	-6.346725	54.455968000000006	On or near Taghnevan Drive	Anti-social behaviour	19	Taghnevan Dr	Lurgan	Craigavon	Northern Ireland	United Kingdom	BT66 8SY
1863	44	2016-05	-5.928221	54.608793999999996	On or near Earl Close	Anti-social behaviour	2	Earl Cl	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 2EJ
1864	2090	2017-01	-5.79409	54.723222	On or near Coronation Road	Anti-social behaviour	43	Coronation Rd	Carrickfergus	Carrickfergus	Northern Ireland	United Kingdom	BT38
1865	5249	2015-07	-7.274162	54.600786	On or near Riverview Park	Anti-social behaviour		Riverview Park		Omagh	Northern Ireland	United Kingdom	BT79 0ED
1866	4891	2014-10	-7.355167999999999	55.014382	On or near Barrs Lane	Anti-social behaviour	21	Barrs Ln	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 0QX
1867	3094	2016-01	-5.952381	54.601459999999996	On or near Argyle Street	Anti-social behaviour	2	Argyle St	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 2LE
1868	2835	2014-11	-6.321716	54.474365	On or near Lurgan Tarry	Anti-social behaviour	39	Antrim Rd	Lurgan	Craigavon	Northern Ireland	United Kingdom	BT67
1869	3472	2014-12	-6.6728559999999995	55.089358999999995	On or near Glenleary Road	Anti-social behaviour	26	Glenleary Rd		Coleraine	Northern Ireland	United Kingdom	BT51 3QY
1870	3146	2015-06	-5.936137	54.625496999999996	On or near Skegoneill Avenue	Anti-social behaviour	28	Glandore Dr	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 3FF
1871	4	2015-09	-6.746678999999999	54.657481000000004	On or near Coolmount Drive	Anti-social behaviour	5	Coolmount Dr	Cookstown	Cookstown	Northern Ireland	United Kingdom	BT80 8YF
1872	836	2016-01	-6.641036	54.552362	On or near Coolough Drive	Anti-social behaviour	2-32	Coolough Dr		Dungannon and South Tyrone	Northern Ireland	United Kingdom	BT71 5QN
1873	3192	2015-09	-5.922687000000001	54.594969999999996	On or near Friendly Street	Anti-social behaviour	71	Friendly St	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 2HR
1874	2950	2017-04	-6.270932	54.846015	On or near Drumtara	Anti-social behaviour	107	Drumtara	Ballymena	Ballymena	Northern Ireland	United Kingdom	BT42 3DQ
1875	1376	2015-08	-6.185588	54.505326000000004	On or near Arindale	Anti-social behaviour	2-30	Arindale Grange		Lisburn	Northern Ireland	United Kingdom	BT67
1876	2946	2015-05	-5.671397	54.662511	On or near Southwell Road	Anti-social behaviour	42	Queen's Parade	Bangor	North Down	Northern Ireland	United Kingdom	BT20 3BG
1877	1705	2016-06	-6.346789	54.175798	On or near John Martin Gardens	Anti-social behaviour	2-42	John Martin Gardens	Newry	Newry and Mourne	Northern Ireland	United Kingdom	BT35
1878	2328	2014-12	-5.9195660000000005	54.651899	On or near Bawnmore Grove	Anti-social behaviour	8	Bawnmore Grove		Newtownabbey	Northern Ireland	United Kingdom	BT36 7BP
1879	4115	2016-09	-6.0804599999999995	54.518868999999995	On or near Ambleside Crescent	Anti-social behaviour	8	Ambleside Cres	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT28 2FE
1880	817	2015-06	-5.965479	54.67328199999999	On or near Harmin Drive	Anti-social behaviour	47	Harmin Dr	Glengormley	Newtownabbey	Northern Ireland	United Kingdom	BT36 7UL
1881	407	2017-03	-5.9696620000000005	54.587276	On or near Clondara Parade	Anti-social behaviour	24	Clondara Parade	Belfast	Belfast	Northern Ireland	United Kingdom	BT12 6ES
1882	2431	2016-04	-5.927064	54.584353	On or near Rugby Avenue	Anti-social behaviour	2	Jerusalem St	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1QN
1883	3796	2015-04	-6.658931	55.14412900000001	On or near Richmond Drive	Anti-social behaviour	5	Richmond Dr	Coleraine	Coleraine	Northern Ireland	United Kingdom	BT52 2JP
1884	235	2016-06	-5.933559	54.594177	On or near 	Anti-social behaviour		Bains Pl	Belfast	Belfast	Northern Ireland	United Kingdom	BT2
1885	1602	2016-04	-5.838871	54.85933299999999	On or near Garron Crescent	Anti-social behaviour	49-53	Garron Cres	Larne	Larne	Northern Ireland	United Kingdom	BT40 2EP
1886	1817	2015-07	-5.849169	54.580630000000006	On or near Farmhurst Green	Anti-social behaviour	20	Farmhurst Green		Castlereagh	Northern Ireland	United Kingdom	BT5 7PB
1887	1972	2016-10	-7.353286	55.012818	On or near St. Eithne'S Park	Anti-social behaviour	7	St Eithne's Park	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 0QP
1888	3019	2016-07	-5.909877	54.599754000000004	On or near Strand Close	Anti-social behaviour	7	Strand Cl	Belfast	Belfast	Northern Ireland	United Kingdom	BT5 4TR
1889	3739	2015-04	-5.7119599999999995	54.751512	On or near Victoria Avenue	Anti-social behaviour	28	Victoria Ave	Whitehead	Carrickfergus	Northern Ireland	United Kingdom	BT38 9QU
1890	2130	2016-07	-5.928735	54.609953000000004	On or near Hardinge Place	Anti-social behaviour	76	Hardinge Pl	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 2FB
1891	1934	2016-10	-5.681132	54.633945	On or near Beechfield Avenue	Anti-social behaviour	44	Beechfield Ave	Bangor	North Down	Northern Ireland	United Kingdom	BT19 7ZY
1892	4607	2016-07	-5.934292	54.600173	On or near Berry Street	Anti-social behaviour	12-16	King St	Belfast	Belfast	Northern Ireland	United Kingdom	BT1
1893	1989	2015-02	-6.943369000000001	54.962193000000006	On or near Rosebrook	Anti-social behaviour	19	Sperrin Bawn		Limavady	Northern Ireland	United Kingdom	BT47 4GH
1894	1330	2016-01	-7.448211	54.225341	On or near 	Anti-social behaviour	39	Aghalurcher Rd		Fermanagh	Northern Ireland	United Kingdom	BT92 0AT
1895	884	2016-09	-5.961476	54.60589	On or near Ainsworth Street	Anti-social behaviour	25-77	Ainsworth St	Belfast	Belfast	Northern Ireland	United Kingdom	BT13
1896	323	2017-03	-5.8371699999999995	54.861136	On or near Ballycraigy Ring	Anti-social behaviour	33	Ballycraigy Ring	Larne	Larne	Northern Ireland	United Kingdom	BT40 2EY
1897	2464	2016-05	-7.267038	55.03479399999999	On or near Clonmeen Drive	Anti-social behaviour	2	Moyglass Pl	Strathfoyle	Derry	Northern Ireland	United Kingdom	BT47 6XW
1898	1272	2016-10	-6.613986	54.761775	On or near 	Anti-social behaviour	62	Hospital Rd	Magherafelt	Magherafelt	Northern Ireland	United Kingdom	BT45 5EX
1899	3476	2016-05	-6.709853	55.187932999999994	On or near Station Road	Anti-social behaviour	26	Station Rd	Portstewart	Coleraine	Northern Ireland	United Kingdom	BT55 7DA
1900	327	2014-11	-5.930121	54.631432999999994	On or near Lansdowne Road	Anti-social behaviour	80-98	Lansdowne Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 4AB
1901	2012	2017-03	-6.275941	54.86545600000001	On or near Wellington Street	Anti-social behaviour	64-72	Wellington St	Ballymena	Ballymena	Northern Ireland	United Kingdom	BT43 6JJ
1902	341	2015-10	-6.274417	54.349701	On or near Scarva Street	Anti-social behaviour		B10	Banbridge	Banbridge	Northern Ireland	United Kingdom	BT32
1903	164	2014-10	-5.9234599999999995	54.586482999999994	On or near Ormeau Road	Anti-social behaviour	114	A24	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1HW
1904	3955	2017-01	-7.3135509999999995	54.989971999999995	On or near Spencer Road	Anti-social behaviour	51	Spencer Rd	Londonderry	Derry	Northern Ireland	United Kingdom	BT47 6AA
1905	3678	2015-02	-5.89141	54.208858	On or near Post Office Lane	Anti-social behaviour	33-39	A2	Newcastle	County Down	Northern Ireland	United Kingdom	BT33 0DY
1906	2155	2015-08	-7.294167999999999	54.99685	On or near Abbeydale	Anti-social behaviour	5	Abbeydale	Londonderry	Derry	Northern Ireland	United Kingdom	BT47 6YY
1907	2686	2014-11	-5.917333	54.575883	On or near Ormeau Road	Anti-social behaviour	312-322	A24	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 3FT
1908	3940	2015-09	-5.90149	54.588611	On or near 	Anti-social behaviour	54	Omeath St	Belfast	Belfast	Northern Ireland	United Kingdom	BT6 8ND
1909	2492	2015-10	-7.285603999999999	54.608346	On or near Castleview Park	Anti-social behaviour	64	Castleview Park		Omagh	Northern Ireland	United Kingdom	BT79
1910	289	2017-03	-6.655898	54.352128	On or near Lower English Street	Anti-social behaviour	39C	Lower English St	Armagh	Armagh	Northern Ireland	United Kingdom	BT61 7LJ
1911	482	2015-11	-6.941795	55.040395	On or near Glenview Drive	Anti-social behaviour	66	Glenview Dr	Limavady	Limavady	Northern Ireland	United Kingdom	BT49 0RZ
1912	1500	2015-12	-7.322100999999999	54.994296	On or near London Street	Anti-social behaviour		London St	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 6RQ
1913	3683	2016-03	-5.9766580000000005	54.624331000000005	On or near Leggagh Court	Anti-social behaviour	20	Leggagh Ct	Belfast	Belfast	Northern Ireland	United Kingdom	BT14 8AY
1914	1270	2016-05	-6.178701	54.702192000000004	On or near 	Anti-social behaviour	37	Alexandra Park	Muckamore	Antrim	Northern Ireland	United Kingdom	BT41 4RD
1915	1629	2017-01	-5.812115	54.859573	On or near Ferris Avenue	Anti-social behaviour	44	Ferris Ave	Larne	Larne	Northern Ireland	United Kingdom	BT40 1EZ
1916	1708	2016-02	-5.659695	54.595101	On or near Movilla Road	Anti-social behaviour	104	Movilla Rd	Newtownards	Ards	Northern Ireland	United Kingdom	BT23 8RQ
1917	3865	2014-10	-5.773136	54.303236	On or near Ballydugan Road	Anti-social behaviour	114	Ballydugan Rd		County Down	Northern Ireland	United Kingdom	BT30 8HF
1918	1145	2015-08	-5.693402	54.644575	On or near Ava Farm	Anti-social behaviour	7	Birch Park	Bangor	North Down	Northern Ireland	United Kingdom	BT19 1RZ
1919	133	2016-08	-6.345128	54.45618	On or near Drumlin Drive	Anti-social behaviour	74	Drumlin Dr	Lurgan	Craigavon	Northern Ireland	United Kingdom	BT66 8PH
1920	2514	2016-02	-5.933398	54.597974	On or near College Street	Anti-social behaviour		College St	Belfast	Belfast	Northern Ireland	United Kingdom	BT1 6BT
1921	1664	2015-08	-6.35173	54.189809999999994	On or near Larchmount	Anti-social behaviour	43	Larchmont	Newry	Newry and Mourne	Northern Ireland	United Kingdom	BT35 6TX
1922	2996	2015-12	-5.797485	54.721872999999995	On or near Barn Road	Anti-social behaviour	1	Elizabeth Ave	Carrickfergus	Carrickfergus	Northern Ireland	United Kingdom	BT38
1923	3169	2015-08	-5.919596	54.607639	On or near Pilot Street	Anti-social behaviour	40	Pilot St	Belfast	Belfast	Northern Ireland	United Kingdom	BT1 3AH
1924	5416	2016-05	-5.836015	54.86292099999999	On or near Ballycraigy Ring	Anti-social behaviour	2	Killyglen Rd	Larne	Larne	Northern Ireland	United Kingdom	BT40 2HR
1925	4470	2015-08	-6.22178	54.724582999999996	On or near Ballymena Road	Anti-social behaviour		A26	Antrim	Antrim	Northern Ireland	United Kingdom	BT41 4LF
1926	1074	2016-01	-5.9474800000000005	54.632402	On or near Cavehill Road	Anti-social behaviour	307	Cavehill Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 5EY
1927	4946	2016-08	-6.024682	54.566354000000004	On or near Colinmill	Anti-social behaviour	24	Colinmill Rd	Dunmurry	Lisburn	Northern Ireland	United Kingdom	BT17 0AP
1928	3003	2015-11	-7.3360259999999995	55.01485400000001	On or near 	Anti-social behaviour	13-14	Pennyburn Industrial Estate	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 0LD
1929	4230	2017-04	-7.454288	54.25744	On or near Carrowshee Park	Anti-social behaviour	77	Carrowshee Park	Lisnaskea	Fermanagh	Northern Ireland	United Kingdom	BT92 0FS
1930	3149	2015-02	-6.048497	54.510639000000005	On or near Market Place	Anti-social behaviour	17-23	Market Pl	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT28
1931	2478	2016-01	-6.412732	54.919275	On or near Craigs Road	Anti-social behaviour	257-265	Craigs Rd		Ballymena	Northern Ireland	United Kingdom	BT42 1PQ
1932	1262	2016-05	-5.9250050000000005	54.584389	On or near Penrose Street	Anti-social behaviour	2	Penrose St	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1QX
1933	3864	2016-04	-6.011017	54.566912	On or near Blacks Road	Anti-social behaviour	8-14	Blacks Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT11
1934	2592	2016-07	-5.955602	54.605107999999994	On or near 	Anti-social behaviour	32	Tennent St	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 3GB
1935	2117	2016-06	-5.908714	54.691803	On or near Blackthorn Drive	Anti-social behaviour	1	Blackthorn Dr		Newtownabbey	Northern Ireland	United Kingdom	BT37 0GJ
1936	3099	2015-07	-5.635529	54.648913	On or near Ashbury Court	Anti-social behaviour	17	Ashbury Ct	Bangor	North Down	Northern Ireland	United Kingdom	BT19 6TJ
1937	3074	2017-04	-5.924518	54.583626	On or near Penrose Street	Anti-social behaviour	39	Agincourt Ave	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1QU
1938	4821	2016-07	-6.007857	54.552124	On or near Sunnymede Park	Anti-social behaviour	25	Sunnymede Park	Dunmurry	Lisburn	Northern Ireland	United Kingdom	BT17
1939	1309	2015-01	-5.9348980000000005	54.59188100000001	On or near 	Anti-social behaviour		Norwood St	Belfast	Belfast	Northern Ireland	United Kingdom	BT2
1940	5374	2016-08	-6.6672080000000005	55.127295999999994	On or near Mount Street	Anti-social behaviour	51	Mount St	Coleraine	Coleraine	Northern Ireland	United Kingdom	BT52 1HG
1941	321	2015-05	-7.634257000000001	54.468488	On or near Sallys Wood	Anti-social behaviour	86	Sallys Wood	Irvinestown	Fermanagh	Northern Ireland	United Kingdom	BT94 1HQ
1942	1543	2015-12	-5.948252	54.605396999999996	On or near Albany Square	Anti-social behaviour	1	Albany Pl	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 1EF
1943	2220	2015-10	-6.8069619999999995	54.783528000000004	On or near Sixtowns Road	Anti-social behaviour	76	B47		Magherafelt	Northern Ireland	United Kingdom	BT45 7BF
1944	4782	2016-09	-5.932437999999999	54.578433999999994	On or near Stranmillis Street	Anti-social behaviour	13	Stranmillis St	Belfast	Belfast	Northern Ireland	United Kingdom	BT9 5AY
1945	3050	2015-12	-7.305876	54.599318999999994	On or near John Street	Anti-social behaviour	8-10	Kevlin Rd	Omagh	Omagh	Northern Ireland	United Kingdom	BT78
1946	537	2016-11	-5.906112	54.571511	On or near Rosetta Road	Anti-social behaviour	2	Mount Merrion Park	Castlereagh	Castlereagh	Northern Ireland	United Kingdom	BT6
1947	4028	2017-04	-6.707209	55.177932999999996	On or near Lissadell Court	Anti-social behaviour	8	Lissadell Ct	Portstewart	Coleraine	Northern Ireland	United Kingdom	BT55 7FD
1948	2184	2015-06	-7.31319	54.378735999999996	On or near Main Street	Anti-social behaviour	23	A4	Fivemiletown	Dungannon and South Tyrone	Northern Ireland	United Kingdom	BT75 0PW
1949	407	2014-10	-5.940123000000001	54.586148	On or near Lisburn Road	Anti-social behaviour	72	A1	Belfast	Belfast	Northern Ireland	United Kingdom	BT9 7AE
1950	408	2015-11	-5.70894	54.31600600000001	On or near Ballymote Park	Anti-social behaviour	15	Model Farm Shopping Complex	Downpatrick	County Down	Northern Ireland	United Kingdom	BT30 6GS
1951	5320	2016-05	-6.611389	54.755959999999995	On or near Rainey Street	Anti-social behaviour	55-59	B40	Magherafelt	Magherafelt	Northern Ireland	United Kingdom	BT45 5DB
1952	759	2015-06	-6.2771	54.866406999999995	On or near High Street	Anti-social behaviour	35-39	High St	Ballymena	Ballymena	Northern Ireland	United Kingdom	BT43 6DR
1953	1900	2015-11	-5.9922629999999995	54.750944	On or near Bellevue Place	Anti-social behaviour	2-34	Bellevue Pl	Ballyclare	Newtownabbey	Northern Ireland	United Kingdom	BT39
1954	3525	2015-02	-6.760254	54.64676899999999	On or near Forth Glen	Anti-social behaviour	22	Forth Glen	Cookstown	Cookstown	Northern Ireland	United Kingdom	BT80 8TT
1955	1912	2015-12	-5.659774	54.668955000000004	On or near Seacliff Road	Anti-social behaviour	5-11	Seacliff Rd	Bangor	North Down	Northern Ireland	United Kingdom	BT20
1956	2401	2017-02	-5.609793	54.260282	On or near Kildare Street	Anti-social behaviour	47	Hill St	Ardglass	County Down	Northern Ireland	United Kingdom	BT30 7RT
1957	819	2017-01	-6.272271	54.858045999999995	On or near Larne Road	Anti-social behaviour	39	Wakehurst Park	Ballymena	Ballymena	Northern Ireland	United Kingdom	BT42 3AS
1958	1157	2015-12	-5.482006	54.448151	On or near Quarter Road	Anti-social behaviour	7D	Quarter Rd	Kircubbin	Ards	Northern Ireland	United Kingdom	BT22 1AZ
1959	1425	2016-02	-5.880179	54.576837	On or near Camlough Place	Anti-social behaviour	12	Camlough Pl	Castlereagh	Castlereagh	Northern Ireland	United Kingdom	BT6 9NZ
1960	282	2017-03	-6.663686	55.133706999999994	On or near Railway Place	Anti-social behaviour	4	Railway Pl	Coleraine	Coleraine	Northern Ireland	United Kingdom	BT52 1PF
1961	1096	2017-01	-5.888182	54.214732	On or near Railway Street	Anti-social behaviour	87	Main St	Newcastle	County Down	Northern Ireland	United Kingdom	BT33 0AE
1962	4849	2014-10	-5.469241	54.49508	On or near Oak Avenue	Anti-social behaviour	8-12	Oak Ave		Ards	Northern Ireland	United Kingdom	BT22 1TD
1963	3422	2014-12	-5.795757	54.59979499999999	On or near Dunlady Manor	Anti-social behaviour	94	Dunlady Manor	Castlereagh	Castlereagh	Northern Ireland	United Kingdom	BT16
1964	129	2016-11	-6.459193	54.412164000000004	On or near 	Anti-social behaviour	13	Old Rectory Park	Portadown	Craigavon	Northern Ireland	United Kingdom	BT62 3QX
1965	1634	2015-11	-6.235747	54.254252	On or near Ardaragh Road	Anti-social behaviour	50	Ardarragh Rd		Newry and Mourne	Northern Ireland	United Kingdom	BT34 1NT
1966	3496	2017-02	-5.98269	54.755726	On or near Henryville Court	Anti-social behaviour	9	Henryville Ct	Ballyclare	Newtownabbey	Northern Ireland	United Kingdom	BT39 9FT
1967	5764	2016-08	-5.924583	54.586907	On or near Essex Grove	Anti-social behaviour	5	Essex Grove	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1GE
1968	4150	2015-06	-5.953456	54.590821999999996	On or near Milner Street	Anti-social behaviour	46	Milner St	Belfast	Belfast	Northern Ireland	United Kingdom	BT12 6GE
1969	3213	2016-05	-5.918335	54.593529000000004	On or near 	Anti-social behaviour	33	Stewart St	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 2BT
1970	2087	2015-09	-6.326015	54.470705	On or near Forest Glade	Anti-social behaviour	6	Forest Glade	Lurgan	Craigavon	Northern Ireland	United Kingdom	BT67 9FB
1971	3574	2015-11	-5.708177	54.754405000000006	On or near Chester Avenue	Anti-social behaviour	21-25	Chester Ave	Whitehead	Carrickfergus	Northern Ireland	United Kingdom	BT38 9QL
1972	3561	2016-03	-5.90192	54.67137099999999	On or near Cambrai Drive	Anti-social behaviour	17	Station Rd		Newtownabbey	Northern Ireland	United Kingdom	BT37
1973	550	2015-02	-6.456449	54.423279	On or near Woodlands Manor	Anti-social behaviour	27	Woodlands Manor	Portadown	Craigavon	Northern Ireland	United Kingdom	BT62 4JP
1974	2875	2015-10	-6.278053	54.343293	On or near Cline Walk	Anti-social behaviour	14	Cline Rd	Banbridge	Banbridge	Northern Ireland	United Kingdom	BT32 3HS
1975	347	2016-11	-5.941435	54.60521	On or near Shankill Parade	Anti-social behaviour	33-39	Boundary Way	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 1DT
1976	2905	2015-08	-5.807505	54.59486	On or near Upper Newtownards Road	Anti-social behaviour	959	Upper Newtownards Rd		Castlereagh	Northern Ireland	United Kingdom	BT16 1RL
1977	567	2014-12	-5.715478	54.313398	On or near Bishops Brae Avenue	Anti-social behaviour	46	Bishops Brae Ave	Downpatrick	County Down	Northern Ireland	United Kingdom	BT30 6TG
1978	274	2017-02	-5.812651	54.717826	On or near Fergus Avenue	Anti-social behaviour	30-40	Fergus Ct	Carrickfergus	Carrickfergus	Northern Ireland	United Kingdom	BT38
1979	2628	2015-09	-6.439653	54.409155000000005	On or near Tandragee Road	Anti-social behaviour	186	Tandragee Rd	Portadown	Craigavon	Northern Ireland	United Kingdom	BT62 3RA
1980	3971	2015-01	-6.019157	54.55019	On or near 	Anti-social behaviour	79	Summerhill Dr	Dunmurry	Lisburn	Northern Ireland	United Kingdom	BT17 0RE
1981	2399	2016-01	-7.31798	54.995943999999994	On or near Foyle Street	Anti-social behaviour	3	Foyle St	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 6AL
1982	2602	2016-03	-5.885337	54.40094200000001	On or near Hillfoot Crescent	Anti-social behaviour	30	Hillfoot Cres	Ballynahinch	County Down	Northern Ireland	United Kingdom	BT24 8ET
1983	1533	2015-04	-6.618771000000001	54.754481000000006	On or near Mullaghboy Heights	Anti-social behaviour	34	Mullaghboy Heights	Magherafelt	Magherafelt	Northern Ireland	United Kingdom	BT45 5NU
1984	3561	2014-10	-6.7507220000000006	54.653507	On or near Princess Avenue	Anti-social behaviour	4-40	Princess Ave	Cookstown	Cookstown	Northern Ireland	United Kingdom	BT80 8EU
1985	956	2016-03	-6.027725	54.520302	On or near Grand Court	Anti-social behaviour	16	Grand Ct	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT27 4AR
1986	2968	2015-06	-6.93882	55.037548	On or near Glenside Brae	Anti-social behaviour	3-15	Glenside Brae	Limavady	Limavady	Northern Ireland	United Kingdom	BT49 0RY
1987	3858	2016-11	-5.951122	54.68561	On or near Carnmoney Road	Anti-social behaviour	365	Carnmoney Rd	Glengormley	Newtownabbey	Northern Ireland	United Kingdom	BT36
1988	4348	2016-09	-6.30255	54.849785	On or near Riverdale	Anti-social behaviour	66	Riverdale	Tullaghgarley	Ballymena	Northern Ireland	United Kingdom	BT42 2JB
1989	4546	2015-06	-5.979659	54.58314	On or near 	Anti-social behaviour	19	Glen Parade	Belfast	Belfast	Northern Ireland	United Kingdom	BT11 8FD
1990	4975	2015-04	-6.332733	54.473565	On or near Lake Street	Anti-social behaviour	109	Lake St	Lurgan	Craigavon	Northern Ireland	United Kingdom	BT67 9EJ
1991	2676	2017-04	-6.063155	54.026858	On or near Cranfield Chalets	Anti-social behaviour	72	Cranfield Rd		Newry and Mourne	Northern Ireland	United Kingdom	BT34 4LJ
1992	329	2017-04	-5.989392	54.592503	On or near Norglen Court	Anti-social behaviour	1	Norglen Ct	Belfast	Belfast	Northern Ireland	United Kingdom	BT11 8EQ
1993	3059	2014-11	-5.683787000000001	54.654536	On or near Hawthorne Drive	Anti-social behaviour	86	Beechwood Ave	Bangor	North Down	Northern Ireland	United Kingdom	BT20 3JB
1994	2925	2016-06	-5.705956	54.580388	On or near Shackleton Walk	Anti-social behaviour	40	Shackleton Walk	Newtownards	Ards	Northern Ireland	United Kingdom	BT23 4RF
1995	667	2016-10	-6.5223	54.294754000000005	On or near Mowhan Court	Anti-social behaviour	1-15	Mowhan Rd	Markethill	Armagh	Northern Ireland	United Kingdom	BT60 1RD
1996	1175	2015-01	-5.933314	54.588629000000005	On or near Botanic Avenue	Anti-social behaviour	42	Botanic Ave	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1HZ
1997	3278	2016-05	-6.0803139999999996	54.524283999999994	On or near Rathvarna Walk	Anti-social behaviour	16	Rathvarna Walk	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT28 2UD
1998	2815	2015-06	-5.929893	54.650845	On or near Kernan Drive	Anti-social behaviour	1	Ballyroney Hill	Belfast	Belfast	Northern Ireland	United Kingdom	BT36 7JT
1999	3634	2015-12	-5.9563489999999994	54.597322	On or near Waterford Gardens	Anti-social behaviour	11	Waterford Gardens	Belfast	Belfast	Northern Ireland	United Kingdom	BT13 2QL
2000	3262	2015-12	-5.953525	54.588837	On or near Donegall Road	Anti-social behaviour	393	Donegall Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT12 6FR
2001	731	2015-09	-6.074057	54.522666	On or near Edenvale Gardens	Anti-social behaviour	11	Edenvale Ct	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT28 2RL
2002	4897	2016-03	-6.155978	54.412693999999995	On or near Banbridge Road	Anti-social behaviour	29	Banbridge Rd	Dromore	Banbridge	Northern Ireland	United Kingdom	BT25 1NB
2003	1075	2016-12	-5.9201690000000005	54.594289	On or near Stanfield Row	Anti-social behaviour	31	Stanfield Row	Belfast	Belfast	Northern Ireland	United Kingdom	BT7
2004	1409	2015-01	-5.802715	54.844829000000004	On or near Harbour Roundabout	Anti-social behaviour		Redlands Rd	Redlands	Larne	Northern Ireland	United Kingdom	BT40 1AX
2005	1824	2015-04	-5.941481	54.548173	On or near Old Milltown Road	Anti-social behaviour	78	Old Milltown Rd		Castlereagh	Northern Ireland	United Kingdom	BT8 7SW
2006	2148	2014-10	-6.783005999999999	55.163613	On or near Circular Road	Anti-social behaviour	1-37	Circular Rd	Castlerock	Coleraine	Northern Ireland	United Kingdom	BT51
2007	1107	2015-12	-6.665622	55.145711999999996	On or near Shell Bridge Park	Anti-social behaviour	21	Shell Bridge Park	Coleraine	Coleraine	Northern Ireland	United Kingdom	BT52 2HP
